City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,maceio,-9.6658,-35.7353,22.69,88,20,1.54,BR,1727399596
367,happy valley-goose bay,53.3168,-60.3315,10.73,69,51,0.97,CA,1727399687
368,ntungamo,-0.8833,29.65,18.46,78,18,1.3,UG,1727399688
369,colares,38.7992,-9.4469,18.55,84,14,4.35,PT,1727399690
370,lethem,3.3803,-59.7968,29.17,52,27,2.11,GY,1727399691
371,velyka bahachka,49.7912,33.7226,15.45,75,99,4.02,UA,1727399692
372,sadjoavato,-12.6334,49.349,19.39,82,5,3.41,MG,1727399693
373,murghob,38.1702,73.9667,1.53,31,0,3.27,TJ,1727399694
374,kegen,43.0197,79.2203,2.56,99,100,2.75,KZ,1727399695
375,kyzyl-suu,42.3414,78.0056,9.52,87,77,2.45,KG,1727399696
376,xunchang,28.4543,104.715,25.94,72,97,0.44,CN,1727399698
377,lorengau,-2.0226,147.2712,29.68,68,100,2.37,PG,1727399699
378,udachny,66.4167,112.4,1.88,75,48,1.57,RU,1727399700
379,chamical,-30.36,-66.314,13.99,41,1,1.64,AR,1727399701
380,kirakira,-10.4544,161.9205,29.04,75,30,6.32,SB,1727399702
381,livadiya,42.8692,132.6764,18.44,52,0,1.17,RU,1727399703
382,wuhai,39.6647,106.8122,20.94,57,8,9.37,CN,1727399704
383,port douglas,-16.4833,145.4667,25.71,67,100,2.54,AU,1727399705
384,vorgashor,67.5833,63.95,5.4,99,100,4.5,RU,1727399407
385,puerto deseado,-47.7503,-65.8938,11.3,39,100,12.41,AR,1727399649
386,kapa'a,22.0752,-159.319,29.18,68,100,5.14,US,1727399709
387,santa terezinha,-29.9002,-50.0904,17.01,93,100,4.66,BR,1727399710
388,arraial do cabo,-22.9661,-42.0278,22.98,84,0,14.97,BR,1727399711
389,amga,60.8953,131.9608,11.92,71,100,3.81,RU,1727399712
390,n'zeto,-7.2312,12.8666,23.48,85,64,2.99,AO,1727399713
391,xiongzhou,25.1167,114.3,26.54,80,33,1.1,CN,1727399715
392,vizinga,61.0749,50.1031,10.86,51,100,4.06,RU,1727399716
393,olonkinbyen,70.9221,-8.7187,-1.61,77,100,13.84,SJ,1727399717
394,ust'-ilimsk,58.0006,102.6619,1.93,67,100,1.81,RU,1727399718
395,eureka,40.8021,-124.1637,15.66,84,9,0.89,US,1727399719
396,ciudad del este,-25.5167,-54.6167,19.54,82,75,3.09,PY,1727399720
397,sharhorod,48.7383,28.085,15.97,81,84,4.36,UA,1727399721
398,amungan,15.3652,119.9582,27.98,80,100,0.22,PH,1727399723
399,phongsali,21.6833,102.1058,19.49,97,75,0.35,LA,1727399724
400,harper,4.375,-7.7169,24.63,90,98,3.03,LR,1727399726
401,doka,13.5167,35.7667,21.86,89,100,1.85,SD,1727399728
402,nuuk,64.1835,-51.7216,5.34,81,20,3.09,GL,1727399623
403,isna,25.2934,32.554,28.31,29,0,4.24,EG,1727399730
404,arno,60.1167,18.6333,12.66,97,100,5.76,SE,1727399731
405,linhares,-19.3911,-40.0722,21.97,85,18,2.15,BR,1727399488
406,kalevala,65.2,31.1667,6.7,95,5,2.67,RU,1727399733
407,khorixas,-20.3667,14.9667,24.07,24,54,0.66,NA,1727399736
408,chernyshevsk,52.5243,117.0174,10.29,74,100,1.16,RU,1727399737
409,kiruna,67.8557,20.2251,-0.49,93,100,1.54,SE,1727399738
410,meadow lakes,61.6247,-149.6011,11.4,76,40,1.54,US,1727399519
411,yuzhno-kurilsk,44.0306,145.8556,16.62,99,100,4.55,RU,1727399740
412,nalut,30.3333,10.85,28.62,41,0,6.4,LY,1727399742
413,mizdah,31.4451,12.9801,23.63,51,0,3.63,LY,1727399743
414,kailua-kona,19.6406,-155.9956,28.98,79,75,4.12,US,1727399744
415,nicoya,10.1483,-85.452,24.12,92,100,1.01,CR,1727399745
416,antalaha,-14.9003,50.2788,20.0,83,2,3.35,MG,1727399746
417,rosedale,39.3201,-76.5155,23.63,92,100,0.45,US,1727399545
418,raduzhny,62.0961,77.475,-2.27,92,36,1.82,RU,1727399749
419,ames,42.0347,-93.6199,20.77,63,0,3.09,US,1727399710
420,margate,51.3813,1.3862,12.15,78,98,0.89,GB,1727399552
421,kuraymah,18.55,31.85,31.39,20,66,4.56,SD,1727399752
422,katabu,-4.9333,122.5167,31.12,58,38,2.28,ID,1727399754
423,partur,19.6,76.2167,23.52,94,100,3.58,IN,1727399647
424,talnakh,69.4865,88.3972,1.33,91,100,2.53,RU,1727399756
425,deder,9.3167,41.45,12.91,90,100,2.61,ET,1727399757
426,diapaga,12.0708,1.7889,25.66,82,6,2.42,BF,1727399758
427,santo domingo,18.5001,-69.9886,28.91,82,40,1.34,DO,1727399535
428,spearfish,44.4908,-103.8594,25.49,25,0,3.09,US,1727399761
429,ladek-zdroj,50.3437,16.8795,14.11,83,60,0.45,PL,1727399762
430,baijiantan,45.6333,85.1833,11.88,40,100,6.32,CN,1727399763
431,parun,35.4207,70.9221,6.16,68,0,1.32,AF,1727399764
432,dhanera,24.5167,72.0167,26.55,87,100,2.04,IN,1727399765
433,obudu,6.6674,9.1716,22.31,97,100,1.78,NG,1727399766
434,exu,-7.5119,-39.7242,24.0,55,71,4.6,BR,1727399637
435,goulburn,-34.75,149.7167,9.32,76,100,1.34,AU,1727399769
436,villa bruzual,9.3328,-69.1208,25.53,86,98,1.09,VE,1727399770
437,chibougamau,49.9168,-74.3659,12.79,100,100,2.06,CA,1727399771
438,hilo,19.7297,-155.09,26.16,87,94,1.34,US,1727399772
439,murrells inlet,33.551,-79.0414,26.14,95,100,1.34,US,1727399702
440,levuka,50.1834,-105.4011,14.43,54,0,6.96,CA,1727399774
441,mount gambier,-37.8333,140.7667,14.59,45,0,1.9,AU,1727399775
442,afaahiti,-17.75,-149.2833,25.3,80,24,3.22,PF,1727399778
443,pirassununga,-21.9961,-47.4258,28.11,22,65,1.14,BR,1727399779
444,callao,-12.0667,-77.15,17.62,77,100,1.54,PE,1727399762
445,hami,42.8,93.45,18.94,38,3,4.89,CN,1727399781
446,andergrove,-21.0833,149.1833,24.87,67,100,4.15,AU,1727399782
447,inda silase,14.1031,38.2829,15.98,80,87,0.76,ET,1727399783
448,lugait,8.3411,124.2592,28.56,71,77,1.67,PH,1727399784
449,murzuq,25.9155,13.9184,29.04,29,0,4.87,LY,1727399786
450,borgarnes,64.5383,-21.9206,1.27,94,93,3.18,IS,1727399787
451,kalmunai,7.4167,81.8167,26.66,78,39,1.44,LK,1727399788
452,magong,23.5654,119.5863,27.6,80,89,6.51,TW,1727399789
453,irbit,57.6705,63.071,7.81,79,74,3.25,RU,1727399790
454,brebu manastirei,45.1833,25.7667,15.67,56,4,2.14,RO,1727399791
455,manismata,-2.4667,111.0333,27.02,83,100,0.73,ID,1727399792
456,motygino,58.1831,94.7592,-0.08,88,98,2.76,RU,1727399794
457,ballina,-28.8667,153.5667,16.68,84,99,12.89,AU,1727399795
458,wellington,-41.2866,174.7756,11.81,58,75,5.66,NZ,1727399524
459,papao,-17.75,-149.55,28.82,76,4,2.68,PF,1727399797
460,muynoq,43.7683,59.0214,13.64,43,0,7.36,UZ,1727399798
461,nar'yan-mar,67.6713,53.087,10.89,90,82,7.54,RU,1727399727
462,saint marys,30.7305,-81.5465,29.03,81,75,16.98,US,1727399733
463,prince albert,53.2001,-105.7677,10.97,71,0,2.57,CA,1727399801
464,karmaskaly,54.3709,56.1837,4.95,59,12,2.66,RU,1727399803
465,abqaiq,25.9371,49.6776,28.03,20,7,5.42,SA,1727399804
466,obock,12.25,43.0833,29.12,44,99,2.4,DJ,1727399805
467,port lincoln,-34.7333,135.8667,15.68,52,8,7.4,AU,1727399806
468,mana,5.6592,-53.7767,27.34,86,3,4.77,GF,1727399807
469,siqueira campos,-23.6889,-49.8339,28.95,23,79,1.88,BR,1727399808
470,tromso,69.6496,18.957,5.01,81,75,5.66,NO,1727399809
471,klaksvik,62.2266,-6.589,6.33,72,100,10.99,FO,1727399811
472,erenhot,43.6475,111.9767,17.06,68,17,5.18,CN,1727399812
473,karratha,-20.7377,116.8463,25.75,61,12,7.11,AU,1727399813
474,san pedro pochutla,15.7333,-96.4667,26.84,97,100,1.97,MX,1727399814
475,road town,18.4167,-64.6167,28.02,78,40,5.66,VG,1727399815
476,bulungu,-4.55,18.6,21.73,92,54,0.84,CD,1727399781
477,dongola,19.1667,30.4833,30.71,21,44,6.17,SD,1727399817
478,ambatofinandrahana,-20.55,46.8,13.78,78,19,1.47,MG,1727399818
479,barra do corda,-5.5,-45.25,29.83,38,85,1.06,BR,1727399820
480,coxim,-18.5067,-54.76,32.08,23,2,3.29,BR,1727399821
481,colonia,50.9333,6.95,15.36,77,20,5.14,DE,1727399715
482,st. john's,47.5649,-52.7093,11.1,97,100,2.57,CA,1727399523
483,itaituba,-4.2761,-55.9836,24.51,89,98,1.49,BR,1727399824
484,dabeiba,7.0017,-76.2672,22.01,98,100,1.15,CO,1727399825
485,seminole,28.7086,-81.2081,30.14,77,100,3.13,US,1727399826
486,taro,-8.3862,115.28,26.22,69,85,0.98,ID,1727399827
487,badagry,6.4167,2.8833,24.79,91,74,3.16,NG,1727399829
488,manay,7.215,126.5397,28.51,70,13,1.36,PH,1727399830
489,alice springs,-23.7,133.8833,20.75,35,0,6.69,AU,1727399702
490,paciran,-6.8767,112.3761,28.56,71,100,2.0,ID,1727399832
491,nyurba,63.2842,118.3319,3.93,73,85,1.52,RU,1727399833
492,belyy yar,53.6039,91.3903,0.94,86,0,0.0,RU,1727399834
493,araucaria,-25.5931,-49.4103,20.29,54,55,1.31,BR,1727399835
494,pujili,-0.95,-78.6833,11.38,71,20,4.12,EC,1727399837
495,castillos,-34.1667,-53.8333,13.5,93,99,3.12,UY,1727399838
496,chaykovskiy,56.7686,54.1148,7.51,56,10,2.51,RU,1727399839
497,mao,39.8885,4.2658,23.31,94,20,6.17,ES,1727399725
498,hotan,37.0997,79.9269,21.41,24,5,1.93,CN,1727399841
499,pasni,25.2631,63.471,26.41,86,79,4.3,PK,1727399842
500,lebyazh'ye,55.2689,66.4947,8.53,75,90,5.26,RU,1727399843
501,minas de marcona,-15.2119,-75.1103,11.85,83,85,4.3,PE,1727399844
502,laurel,39.0993,-76.8483,23.84,93,40,4.12,US,1727399633
503,nebraska city,40.6767,-95.8592,23.24,43,0,2.06,US,1727399847
504,hinton,53.4001,-117.5857,10.27,53,98,0.8,CA,1727399848
505,ta`u,-14.2336,-169.5144,26.23,81,100,7.08,AS,1727399849
506,kill devil hills,36.0307,-75.676,24.99,89,75,2.57,US,1727399850
507,curup,-3.4667,102.5333,25.35,88,100,0.32,ID,1727399759
508,dryden,49.7833,-92.7503,22.16,60,20,4.12,CA,1727399717
509,nadi,-17.8,177.4167,28.0,54,20,7.2,FJ,1727399853
510,magaria,12.9983,8.9099,29.13,52,3,2.71,NE,1727399855
511,kampene,-3.6,26.6667,21.31,76,100,0.84,CD,1727399856
512,barki saria,24.1667,85.8833,23.9,98,100,4.53,IN,1727399857
513,nizhniy lomov,53.5304,43.6766,10.65,33,100,5.25,RU,1727399858
514,tosontsengel,48.7567,98.2839,3.09,98,100,2.04,MN,1727399859
515,ciudad lazaro cardenas,17.9583,-102.2,24.1,91,100,9.82,MX,1727399860
516,mundwa,27.0667,73.8167,27.44,74,31,3.29,IN,1727399861
517,faya-largeau,17.9257,19.1043,32.87,22,0,5.08,TD,1727399862
518,santiago de cao,-7.9589,-79.2392,17.07,88,40,4.12,PE,1727399864
519,sur,22.5667,59.5289,28.11,64,100,3.15,OM,1727399865
520,pingliang,35.5392,106.6861,17.61,75,100,3.59,CN,1727399756
521,mersa matruh,31.3525,27.2453,24.2,59,0,4.03,EG,1727399867
522,angaur state,6.906,134.13,28.39,75,8,2.61,PW,1727399868
523,chadan,51.2833,91.5833,2.11,53,92,0.37,RU,1727399869
524,hirara,24.8,125.2833,30.92,79,75,8.75,JP,1727399870
525,liwonde,-15.0506,35.2035,23.14,38,0,0.75,MW,1727399871
526,kuanda,56.3161,116.0806,4.63,79,22,2.41,RU,1727399872
527,smara,26.7384,-11.6719,23.55,58,9,5.0,EH,1727399644
528,rivera,-30.9053,-55.5508,13.29,98,100,4.49,UY,1727399875
529,kabalo,-6.05,26.9167,24.81,59,89,1.57,CD,1727399657
530,phan rang-thap cham,11.5667,108.9833,27.55,74,100,1.58,VN,1727399589
531,torres,-29.3353,-49.7269,17.35,91,86,6.15,BR,1727399878
532,geiro,-6.15,36.8667,15.24,96,83,2.01,TZ,1727399879
533,olyokminsk,60.3736,120.4264,4.92,81,93,2.15,RU,1727399881
534,menemen,38.6075,27.0694,14.88,88,0,0.0,TR,1727399882
535,takoradi,4.8845,-1.7554,24.2,94,91,3.08,GH,1727399883
536,pontianak,-0.0333,109.3333,27.99,83,40,2.06,ID,1727399884
537,bealanana,-14.55,48.7333,13.71,88,95,2.19,MG,1727399885
538,igarka,67.4667,86.5833,1.08,87,100,2.36,RU,1727399886
539,mossendjo,-2.9506,12.7261,21.28,98,100,1.67,CG,1727399887
540,al kharj,24.155,47.3346,27.32,22,100,4.18,SA,1727399889
541,poronaysk,49.2167,143.1167,13.45,84,98,2.28,RU,1727399890
542,bobo-dioulasso,11.1771,-4.2979,22.88,93,100,1.88,BF,1727399891
543,tual,-5.6667,132.75,27.7,79,93,7.32,ID,1727399892
544,bikenibeu village,1.3673,173.1241,31.98,58,20,3.09,KI,1727399893
545,abu jibeha,11.4562,31.2285,22.36,74,100,1.18,SD,1727399875
546,paso de los toros,-32.8167,-56.5167,12.86,83,100,5.04,UY,1727399698
547,tamanrasset,22.785,5.5228,27.95,24,40,5.14,DZ,1727399896
548,tanjung selor,2.8372,117.3642,26.9,88,66,0.24,ID,1727399898
549,shimoda,34.6667,138.95,24.78,88,100,4.77,JP,1727399899
550,lobujya,27.95,86.8167,0.91,98,100,2.73,NP,1727399900
551,ulladulla,-35.35,150.4667,10.5,76,100,4.01,AU,1727399901
552,ovria,38.1833,21.7167,18.96,69,0,1.44,GR,1727399902
553,carauari,-4.8828,-66.8958,25.5,78,100,1.9,BR,1727399904
554,moranbah,-22.0016,148.0466,26.48,50,100,3.72,AU,1727399906
555,caucete,-31.6518,-68.2811,17.23,23,0,2.12,AR,1727399907
556,neryungri,56.6709,124.6491,7.33,86,100,4.49,RU,1727399908
557,mogadishu,2.0371,45.3438,25.01,82,32,6.77,SO,1727399909
558,phang nga,8.4509,98.5298,25.92,90,85,0.53,TH,1727399910
559,toguchin,55.2353,84.3858,1.79,99,100,2.7,RU,1727399911
560,cabedelo,-6.9811,-34.8339,24.37,84,91,4.66,BR,1727399697
561,coyuca de catalan,18.3333,-100.65,21.63,99,100,0.77,MX,1727399913
562,duba,27.3513,35.6901,29.33,57,0,2.89,SA,1727399916
563,yuzhno-sukhokumsk,44.6581,45.6436,16.2,56,98,6.44,RU,1727399917
564,bardai,11.65,7.2333,23.2,79,100,3.02,NG,1727399918
565,phalaborwa,-23.943,31.1411,20.12,53,9,7.03,ZA,1727399671
566,baidoa,3.1138,43.6498,20.57,82,20,5.32,SO,1727399716
567,lib,8.3122,167.3766,28.98,70,98,3.72,MH,1727399923
568,woodward,36.4337,-99.3904,23.31,46,0,2.57,US,1727399925
569,sihora,23.4833,80.1167,23.7,96,100,3.83,IN,1727399926
570,barah,13.7,30.3667,27.96,58,98,5.89,SD,1727399927
571,laascaanood,8.4774,47.3597,24.29,55,100,10.73,SO,1727399928
572,sinop,41.7711,34.8709,15.37,84,0,1.36,TR,1727399929
573,krasnokholmskiy,55.9873,55.0466,7.77,51,12,3.2,RU,1727399931
574,machico,32.7,-16.7667,22.35,75,20,2.57,PT,1727399933
575,beau vallon,-20.4189,57.6953,21.13,83,40,5.66,MU,1727399934
576,ocean shores,46.9737,-124.1563,14.45,89,100,6.26,US,1727399935
577,la'ie,21.6477,-157.9253,28.92,72,70,1.79,US,1727399831
578,stephenville,32.2207,-98.2023,23.07,60,0,0.0,US,1727399844
579,mayya,61.7333,130.2811,8.71,78,100,2.85,RU,1727399938
580,makaha,21.4694,-158.2175,28.32,65,100,4.63,US,1727399940
581,babati,-4.2167,35.75,14.95,88,6,0.18,TZ,1727399941
582,velizh,55.6056,31.1967,14.34,82,100,5.1,RU,1727399942
583,maribor,46.5547,15.6467,19.43,83,100,2.57,SI,1727399943
